759491,12
335,22
66915,389
71209,64
91438,9
113823,6
132710,3
208582,8
397880,22
489999,10
492331,34
615119,48
651107,13
747445,45
755156,71
838272,26
895136,72
899530,83
960690,30
988638,34
75264,36
441,2
91650,93
112789,37
134729,37
295756,32
359326,17
446509,112
485135,16
579839,23
741746,21
789064,3
790820,25
796045,22
806829,40
825087,10
863790,29
883318,39
748421,1
5953,68
1098,42
59537,28
61938,22
81493,23
84209,89
130932,15
139026,221
182598,64
200968,9
349157,27
354105,201
379125,148
485791,12
490004,127
503913,18
562304,116
574772,65
604852,67
623985,8
754032,615
771438,171
772567,22
840402,181
8828,22
1113,1
81403,6
546214,17
628467,29
50493,4
1498,3
96977,7
97325,13
219966,9
561105,14
607053,12
2252,1
38936,46
41874,186
642542,63
346336,142
840102,25
988440,60
133969,12
112462,91
187478,46
192382,95
240865,45
255371,3
489303,105
831381,9
894465,319
18977,14
3170,1
19297,16
297894,14
517607,4
583618,33
626463,23
859509,11
649950,3
131627,35
3669,1
137580,20
170369,39
207735,9
240311,22
289177,9
332141,53
519637,4
578028,1
584923,10
690254,23
744265,7
767068,15
921965,10
923384,7
4451,1
123007,13
490141,11
31380,9
122754,18
237205,77
664817,16
100160,192
577627,149
887806,1
22124,69
5441,37
98465,69
105422,13
163386,1
246611,73
260206,54
287259,10
315403,31
371258,13
386253,6
406294,24
424244,27
490952,30
501407,55
561715,7
588450,7
673208,14
749970,23
751910,12
925852,8
957085,15
5501,7
223627,8
280956,8
351733,34
357406,110
388198,4
506513,17
572737,21
825251,16
5882,71
120521,159
180228,166
799053,38
824022,88
22928,24
46120,5
76057,50
114342,74
137474,32
138699,63
311674,22
489676,19
37730,41
6310,4
39258,9
47789,5
51992,75
78741,3
130173,14
184043,33
287917,7
350840,18
387530,6
490554,3
612716,39
853492,7
898479,7
936425,28
987491,51
11707,24
6320,8
43714,49
46925,13
96964,8
110161,15
130689,34
136871,14
277351,1
481461,2
674662,7
685647,43
796734,76
36537,3
7230,3
89021,14
209142,13
307135,2
496405,22
805785,8
842351,9
7305,2
152312,13
55128,65
7729,5
58616,2
773642,15
50251,9
7731,5
88180,15
798606,42
7920,44
139908,10
418740,153
671953,19
891063,27
817011,5
59293,16
8245,2
575051,14
65590,30
8549,7
189678,13
325459,85
422405,58
545726,21
621944,7
752314,31
780625,6
922911,9
39013,8
305363,10
563834,8
690456,4
781766,6
808944,26
855836,16
178906,19
219203,81
803026,4
11754,9
22257,7
159433,17
228099,9
235923,7
246960,16
290590,5
354722,3
390477,21
484145,13
495338,17
545074,22
776093,18
9084,20
253142,30
9218,1
590441,12
270491,116
834108,18
9441,1
167320,13
178122,4
420133,26
820115,12
393345,24
564333,27
543595,13
750742,8
782768,22
813946,33
12472,23
10412,11
20050,9
36106,2
38490,82
77175,11
178536,10
265440,6
307461,63
313284,24
317417,10
745964,53
10538,7
127337,17
183858,46
217622,14
531986,238
617196,135
645474,11
809266,30
852855,103
62823,35
10982,7
202545,11
385611,2
11046,1
158309,17
225930,13
680476,12
792530,23
740833,10
205180,16
625739,16
809058,1
325401,21
473554,9
686897,31
936190,19
175196,4
493122,9
543055,14
631774,158
