792507,-1.6399658,-0.40738004,0.3226503
119107,-3.16061775,-0.15163999,0.96263588
816890,-0.15007941,0.8691747,-0.40100658
79016,-1.18093168,0.67095506,0.40577906
66915,-0.28138067,-0.07170158,0.1213378
894465,0.54399519,-0.14279337,1.39051543
41874,0.05380092,-0.0374547,-0.20799745
180228,-0.70689691,0.36243026,1.37763912
26350,-2.47370124,-0.2325358,-0.00741218
423829,-1.34203007,0.07478177,-0.54293689
184502,-1.50461809,-0.18880105,1.23606552
813392,-1.40644189,0.19165618,0.0420637
858827,-0.30202101,-0.60104717,0.86669509
132940,-0.78652003,0.48551289,1.24925131
803752,-2.0645442,0.46981861,0.22017807
754032,-0.03664287,0.06399517,1.39000441
182900,-0.1319965,0.35809759,-0.22218054
139026,-0.10750206,-0.69934075,0.92138078
69402,0.5213111,1.27299403,-0.17148266
411761,-1.09131276,-0.15753278,-0.34106734
796734,0.00160018,-0.27098109,1.36751365
622805,-0.32346538,0.43854267,1.18420947
316834,-0.07150283,0.47275704,-0.43913439
239859,-2.47489835,-0.61975373,0.25704928
577627,0.24656973,-0.71319094,0.95374481
583959,-0.81353988,0.36324086,0.96045959
988440,-0.16496591,0.3700978,-0.22269458
175553,-1.10937556,-0.19468773,1.29296267
490416,-1.25101101,0.25426214,0.35923912
197424,-0.19964433,-0.14342351,0.04922193
489316,-2.14184074,0.78907167,1.26942313
446509,0.45648348,-1.80561355,0.41812194
219203,-0.00539069,-0.87778697,-0.17061149
531986,-0.20504109,-0.20350814,1.35991846
200791,-0.31389205,0.68510991,1.02808064
100160,0.60681268,0.04060778,0.12015003
883318,0.72052466,-0.47534366,1.21642148
216348,-0.96827077,0.03031722,1.33249026
927555,-0.39932623,0.28019548,1.3709908
189644,-1.90715811,-0.17470391,1.2405884
944084,-0.1659678,0.48368047,-0.25462586
307461,-0.20494386,0.29044375,0.1059473
346336,-1.44678591,-0.88542635,-0.09193206
472102,0.43240655,-0.29316462,-0.05085124
238115,-0.3854198,0.01432753,0.07117853
85915,0.07352931,-0.12020339,1.33531966
187478,-0.02437892,0.46205734,0.11495794
84209,0.79136397,-0.73038102,1.1493357
204901,-1.62969884,-0.50875542,-0.63634392
232480,-2.92902806,-0.83893942,0.77738003
1535255,-2.92902806,-0.83893942,0.77738003
