792507,17.76798954,-28.2358756,13.64263571,,,,,,,,,
119107,1.7742663,-22.3584877,12.16334361,,,,,,,,,
816890,2.24799755,-29.87795967,14.152297,,,,,,,,,
79016,18.1835573,-28.1756315,13.5916681,,,,,,,,,
66915,22.58289821,-33.2358765,15.429457,,,,,,,,,
894465,23.28878638,-33.114674,15.2585446,,,,,,,,,
41874,23.16561278,-33.3763124,15.3788788,,,,,,,,,
180228,18.56985872,-28.7298676,13.77372718,,,,,,,,,
26350,15.1187665,-26.7394823,13.6792375,,,,,,,,,
423829,18.2544416,-29.146231,13.99796887,,,,,,,,,
184502,17.7739264,-28.5416819,13.47523261,,,,,,,,,
813392,18.43819,-28.3853745,13.78283896,,,,,,,,,
858827,2.9641387,-3.86733171,14.2377153,,,,,,,,,
132940,19.621688,-29.87843152,14.22216591,,,,,,,,,
803752,14.78548342,-26.72323247,13.98613395,,,,,,,,,
754032,21.9756337,-31.99992344,14.7793658,,,,,,,,,
182900,21.78319393,-32.225361,15.12588868,,,,,,,,,
139026,21.32638943,-31.43361699,14.52128389,,,,,,,,,
69402,22.15982922,-31.62929868,14.747438,,,,,,,,,
411761,19.24338615,-29.56851978,14.12541837,,,,,,,,,
796734,23.36765365,-34.1732968,15.58714998,,,,,,,,,
622805,19.4879886,-29.5565252,14.16771,,,,,,,,,
316834,2.48782723,-3.3399529,14.18453598,,,,,,,,,
239859,14.63676437,-25.98192834,13.224994,,,,,,,,,
577627,23.64695281,-34.26427,15.45354718,,,,,,,,,
583959,19.39577989,-29.7932253,14.21256646,,,,,,,,,
988440,21.2199121,-31.44712715,14.82229252,,,,,,,,,
175553,19.38321368,-3.11188611,14.33716913,,,,,,,,,
490416,18.48273686,-29.421319,14.2943127,,,,,,,,,
197424,21.9711914,-31.372172,14.8825193,,,,,,,,,
489316,13.95338261,-25.12346344,13.229115,,,,,,,,,
446509,24.28391219,-34.481768,15.747912,,,,,,,,,
219203,23.2982427,-33.75829483,15.44214513,,,,,,,,,
531986,21.6288756,-32.2486217,15.2794331,,,,,,,,,
200791,19.55388879,-29.671914,14.1349924,,,,,,,,,
100160,23.7842614,-32.57159826,14.83489433,,,,,,,,,
883318,22.78615463,-31.69571296,14.12193719,,,,,,,,,
216348,19.1781992,-29.17668191,13.7934468,,,,,,,,,
927555,2.9777687,-31.181123,14.56442443,,,,,,,,,
189644,17.14215663,-27.9951569,13.6735738,,,,,,,,,
944084,21.76216562,-32.736577,15.379398,,,,,,,,,
307461,21.961755,-31.2912746,14.554357,,,,,,,,,
346336,18.8796585,-29.897963,14.3825842,,,,,,,,,
472102,23.9216932,-33.15492893,14.7985111,,,,,,,,,
238115,2.2412859,-29.72522189,13.87742911,,,,,,,,,
85915,22.385123,-32.41277868,14.87777236,,,,,,,,,
187478,2.49679332,-3.2392196,14.22675982,,,,,,,,,
84209,24.91778714,-35.2276843,15.6728952,,,,,,,,,
204901,18.17457881,-28.3596991,13.59741849,,,,,,,,,
232480,13.4526381,-25.3354661,13.15411543,,,,,,,,,
1535255,13.4526381,-25.3354661,13.15411543,,,,,,,,,
131650,22.17895183,-31.8627668,14.7625542,,,,,,,,,
317093,17.4967226,-27.7487137,13.39581778,,,,,,,,,
350840,2.9887322,-31.6325157,15.872336,,,,,,,,,
467203,22.7722574,-31.5633993,14.3293691,,,,,,,,,
9680,17.326831,-27.99213192,13.798245,,,,,,,,,
137390,24.46197879,-34.6289778,15.7383321,,,,,,,,,
199995,2.9584848,-31.1473242,14.49124317,,,,,,,,,
781423,13.98487787,-25.2439535,12.97872639,,,,,,,,,
325459,25.1465741,-36.1867433,16.4832888,,,,,,,,,
414251,23.16397672,-33.8178564,15.76122636,,,,,,,,,
530745,22.439145,-32.592314,15.8134312,,,,,,,,,
404434,2.1191947,-29.93325,13.99556818,,,,,,,,,
615026,2.59686727,-3.34929825,14.24137567,,,,,,,,,
144847,2.9913683,-3.5956868,14.141375,,,,,,,,,
256349,19.33821984,-29.718927,14.27147738,,,,,,,,,
355142,25.2854833,-36.17281162,16.2635236,,,,,,,,,
357406,25.2854833,-36.17281162,16.2635236,,,,,,,,,
467749,19.33821984,-29.718927,14.27147738,,,,,,,,,
814751,2.9921142,-32.6244122,15.7465913,,,,,,,,,
39656,18.81176556,-29.21531727,14.469178,,,,,,,,,
204386,17.8833797,-28.29154884,13.75634924,,,,,,,,,
600069,17.8833797,-28.29154884,13.75634924,,,,,,,,,
94210,17.5687963,-28.655791,14.3924993,,,,,,,,,
203008,24.257573,-34.9338812,15.8559,,,,,,,,,
361393,2.8313496,-31.26142,14.8579,,,,,,,,,
574772,25.867945,-35.21376435,15.4688347,,,,,,,,,
1426748,2.8313496,-31.26142,14.8579,,,,,,,,,
1589051,2.8313496,-31.26142,14.8579,,,,,,,,,
490004,32.9474276,-44.5214442,19.48437,,,,,,,,,
379125,21.83511221,-32.89583316,15.49134484,,,,,,,,,
247966,16.92659835,-27.4124599,13.1615936,,,,,,,,,
806336,22.9914298,-32.51135,15.7879778,,,,,,,,,
742899,17.51788892,-28.5429483,14.125655,,,,,,,,,
154544,27.77716513,-37.88632875,16.5658428,,,,,,,,,
858710,19.75798122,-29.74948998,14.8891292,,,,,,,,,
61912,14.816981,-25.6873683,13.166999,,,,,,,,,
74005,14.816981,-25.6873683,13.166999,,,,,,,,,
764702,14.816981,-25.6873683,13.166999,,,,,,,,,
43714,18.6294742,-27.79151952,13.1888886,,,,,,,,,
117844,2.1464352,-3.2133919,14.3143164,,,,,,,,,
291043,24.671476,-34.8865212,15.59699994,,,,,,,,,
239921,21.8798771,-32.18787652,14.96441332,,,,,,,,,
956707,2.79766449,-31.4293866,14.8519445,,,,,,,,,
864209,18.2996374,-28.17294721,13.54944458,,,,,,,,,
163229,22.39526,-32.3373724,14.891679,,,,,,,,,
604852,24.536851,-34.4472828,15.4861553,,,,,,,,,
678009,18.72827348,-29.3552455,14.97539,,,,,,,,,
